,index,Число участников,Выданные бюллетени,Бюллетени в урнах,Недействительные бюллетени,Голосов за,Голосов против,ТИК,УИК,Явка%,за%,против%,Адрес,Полный адрес,Name,Location
140,УИК №146,802,344,344,7,201,136,Кольчугино,146,42.89276807980049,58.430232558139544,39.53488372093023,"601780, Владимирская область, Кольчугинский район, город Кольчугино, улица Дружбы, дом 14","601780, Владимирская область, Кольчугинский район, город Кольчугино, улица Дружбы, дом 14, здание средней общеобразовательной школы № 1",", здание средней общеобразовательной школы № 1","('39.368955', '56.297623')"
141,УИК №150,1778,1070,1070,3,867,200,Петушки,150,60.179977502812136,81.02803738317756,18.69158878504673,"601144, Владимирская область, Петушинский район, город Петушки, улица Школьная, дом 2","601144, Владимирская область, Петушинский район, город Петушки, улица Школьная, дом 2, здание МБОУ СОШ № 2",", здание МБОУ СОШ № 2","('39.477669', '55.925849')"
142,УИК №151,1607,647,647,12,436,199,Петушки,151,40.261356565028,67.38794435857804,30.757341576506953,"601144, Владимирская область, Петушинский район, город Петушки, улица Советская площадь, дом 17","601144, Владимирская область, Петушинский район, город Петушки, улица Советская площадь, дом 17, здание МБУК ""Петушинский РДК""",", здание МБУК ""Петушинский РДК""","('39.462694', '55.931154')"
143,УИК №152,808,610,610,4,500,106,Петушки,152,75.4950495049505,81.96721311475409,17.37704918032787,"601144, Владимирская область, Петушинский район, город Петушки, улица Кирова, дом 2","601144, Владимирская область, Петушинский район, город Петушки, улица Кирова, дом 2, здание МБОУ ""Гимназия № 17""",", здание МБОУ ""Гимназия № 17""","('39.461338', '55.928865')"
144,УИК №153,430,166,166,0,118,48,Петушки,153,38.604651162790695,71.08433734939759,28.915662650602414,"601144, Владимирская область, Петушинский район, город Петушки, улица Профсоюзная, дом 6","601144, Владимирская область, Петушинский район, город Петушки, улица Профсоюзная, дом 6, административное здание МПМК",", административное здание МПМК","('39.463179', '55.938561')"
145,УИК №154,433,213,213,1,154,58,Петушки,154,49.19168591224018,72.30046948356808,27.230046948356808,"601144, Владимирская область, Петушинский район, город Петушки, улица Ленина, дом 96","601144, Владимирская область, Петушинский район, город Петушки, улица Ленина, дом 96, административное здание МУП ""Водоканал Петушинского района""",", административное здание МУП ""Водоканал Петушинского района""","('39.470015', '55.935813')"
146,УИК №155,1546,625,625,4,440,181,Петушки,155,40.426908150064676,70.39999999999998,28.96,"601144, Владимирская область, Петушинский район, город Петушки, улица Полевой проезд, дом 4","601144, Владимирская область, Петушинский район, город Петушки, улица Полевой проезд, дом 4, административное здание Петушинский филиал ООО ""Владимиртеплогаз""",", административное здание Петушинский филиал ООО ""Владимиртеплогаз""","('39.451708', '55.932969')"
147,УИК №156,1594,634,634,5,438,191,Петушки,156,39.7741530740276,69.08517350157729,30.12618296529969,"601144, Владимирская область, Петушинский район, город Петушки, улица Московская, дом 22А","601144, Владимирская область, Петушинский район, город Петушки, улица Московская, дом 22А, здание ГБПОУ ВО ""Петушинский промышленно-гуманитарный  техникум""",", здание ГБПОУ ВО ""Петушинский промышленно-гуманитарный  техникум""","('39.450145', '55.932773')"
148,УИК №157,842,379,379,2,264,113,Петушки,157,45.01187648456057,69.65699208443272,29.815303430079155,"601144, Владимирская область, Петушинский район, город Петушки, улица Чкалова, дом 12","601144, Владимирская область, Петушинский район, город Петушки, улица Чкалова, дом 12, здание МБОУ СОШ № 1",", здание МБОУ СОШ № 1","('39.450746', '55.929616')"
149,УИК №158,725,258,258,4,180,74,Петушки,158,35.586206896551715,69.76744186046511,28.68217054263566,"601144, Владимирская область, Петушинский район, город Петушки, улица Пушкина, дом 2","601144, Владимирская область, Петушинский район, город Петушки, улица Пушкина, дом 2, здание МБОУ СОШ № 3",", здание МБОУ СОШ № 3","('39.467221', '55.921768')"
150,УИК №159,728,250,250,3,171,76,Петушки,159,34.34065934065934,68.4,30.4,"601144, Владимирская область, Петушинский район, город Петушки, улица Покровка, дом 1А","601144, Владимирская область, Петушинский район, город Петушки, улица Покровка, дом 1А, здание МКУК КДЦ город Петушки",", здание МКУК КДЦ город Петушки","('39.463826', '55.923947')"
151,УИК №160,744,315,315,3,203,109,Петушки,160,42.33870967741936,64.44444444444444,34.6031746031746,"601144, Владимирская область, Петушинский район, город Петушки, улица Клязьменская, дом 2","601144, Владимирская область, Петушинский район, город Петушки, улица Клязьменская, дом 2, здание завода ОАО ""Петушинский завод силикатного кирпича""",", здание завода ОАО ""Петушинский завод силикатного кирпича""","('39.4599', '55.930967')"
152,УИК №161,922,298,298,3,189,106,Петушки,161,32.32104121475054,63.42281879194631,35.57046979865772,"601144, Владимирская область, Петушинский район, город Петушки, улица Ленина, дом 4А","601144, Владимирская область, Петушинский район, город Петушки, улица Ленина, дом 4А, здание МБОУ ДО ""Дом детского творчества""",", здание МБОУ ДО ""Дом детского творчества""","('39.464679', '55.926534')"
153,УИК №162,554,159,159,1,115,43,Петушки,162,28.700361010830328,72.32704402515722,27.044025157232703,"601144, Владимирская область, Петушинский район, город Петушки, улица Западная, дом 23","601144, Владимирская область, Петушинский район, город Петушки, улица Западная, дом 23, здание Администрации Петушинского сельского поселения",", здание Администрации Петушинского сельского поселения","('39.482861', '55.928688')"
154,УИК №163,187,82,82,0,61,21,Петушки,163,43.85026737967914,74.39024390243901,25.609756097560968,"601144, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Кибирёво, улица Николая Кузьмича Погодина, дом 55А","601144, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Кибирёво, улица Николая Кузьмича Погодина, дом 55А, здание МКУ ""КДЦ Петушинского сельского поселения""",", здание МКУ ""КДЦ Петушинского сельского поселения""","('39.449857', '55.96269')"
155,УИК №164,255,126,125,2,92,31,Петушки,164,49.01960784313725,73.6,24.8,"601109, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Старые Омутищи, улица Артельная, дом 4А","601109, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Старые Омутищи, улица Артельная, дом 4А, магазин ООО ""Ст. Омутищи""",", магазин ООО ""Ст. Омутищи""","('39.320581', '55.907682')"
156,УИК №165,365,146,146,1,95,50,Петушки,165,40.0,65.06849315068493,34.246575342465746,"601103, Владимирская область, Петушинский район, Петушинское сельское поселение, поселок Березка, -, -","601103, Владимирская область, Петушинский район, Петушинское сельское поселение, поселок Березка, -, -, здание МКУ ""КДЦ Петушинского сельского поселения""",", здание МКУ ""КДЦ Петушинского сельского поселения""","('39.449363', '55.979032')"
157,УИК №166,770,350,350,0,279,71,Петушки,166,45.45454545454545,79.71428571428572,20.285714285714285,"601108, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Новое Аннино, улица Центральная, дом 14","601108, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Новое Аннино, улица Центральная, дом 14, здание МБОУ ""Аннинская СОШ""",", здание МБОУ ""Аннинская СОШ""","('39.389805', '55.934805')"
158,УИК №167,725,378,378,2,227,149,Петушки,167,52.13793103448275,60.05291005291006,39.41798941798942,"601126, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Костино, -, -","601126, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Костино, -, -, здание МБОУ ""Костинская ООШ""",", здание МБОУ ""Костинская ООШ""","('39.358103', '55.987588')"
159,УИК №168,308,201,201,2,137,62,Петушки,168,65.25974025974024,68.15920398009949,30.845771144278608,"601101, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Крутово, -, дом 44","601101, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Крутово, -, дом 44, здание МКУ ""КДЦ Петушинского сельского поселения""",", здание МКУ ""КДЦ Петушинского сельского поселения""","('39.435017', '55.899451')"
160,УИК №169,520,239,239,2,137,100,Петушки,169,45.96153846153846,57.322175732217566,41.841004184100406,"601105, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Воспушка, улица Круглова, дом 1А","601105, Владимирская область, Петушинский район, Петушинское сельское поселение, деревня Воспушка, улица Круглова, дом 1А, здание МБОУ ""Воспушинская ООШ""",", здание МБОУ ""Воспушинская ООШ""","('39.451303', '56.074725')"
161,УИК №170,763,487,487,9,318,160,Петушки,170,63.82699868938401,65.2977412731006,32.85420944558521,"601116, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Липна, -, дом 131","601116, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Липна, -, дом 131, здание администрации",", здание администрации","('39.633176', '55.957096')"
162,УИК №171,699,314,314,0,213,101,Петушки,171,44.92131616595136,67.83439490445859,32.165605095541395,"601116, Владимирская область, Петушинский район, муниципальное образование Пекшинское,  поселок Труд, улица Профсоюзная, дом 3","601116, Владимирская область, Петушинский район, муниципальное образование Пекшинское,  поселок Труд, улица Профсоюзная, дом 3, здание МКУ ""КДЦ Пекшинского сельского поселения""",", здание МКУ ""КДЦ Пекшинского сельского поселения""","('39.620842', '55.966206')"
163,УИК №172,741,592,592,0,523,69,Петушки,172,79.89203778677462,88.3445945945946,11.655405405405405,"601112, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Пекша, улица Центральная, дом 8","601112, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Пекша, улица Центральная, дом 8, здание Администрации сельского поселения",", здание Администрации сельского поселения","('39.695061', '55.963712')"
164,УИК №173,339,235,235,12,177,46,Петушки,173,69.32153392330382,75.31914893617021,19.574468085106385,"601113, Владимирская область, Петушинский район, муниципальное образование Пекшинское, поселок Болдино, улица Лесхозная, дом 6","601113, Владимирская область, Петушинский район, муниципальное образование Пекшинское, поселок Болдино, улица Лесхозная, дом 6, здание МКУ ""КДЦ Пекшинского сельского поселения""",", здание МКУ ""КДЦ Пекшинского сельского поселения""","('39.738746', '55.951824')"
165,УИК №175,241,178,178,0,158,20,Петушки,175,73.85892116182573,88.76404494382021,11.235955056179774,"601114, Владимирская область, Петушинский район, муниципальное образование Пекшинское, поселок Сушнево-1, -, -","601114, Владимирская область, Петушинский район, муниципальное образование Пекшинское, поселок Сушнево-1, -, -, административное здание",", административное здание","('39.709838', '55.930125')"
166,УИК №176,77,60,60,0,50,10,Петушки,176,77.92207792207795,83.33333333333334,16.666666666666664,"601114, Владимирская область, Петушинский район, муниципальное образование Пекшинское, поселок Сушнево-2, -, -","601114, Владимирская область, Петушинский район, муниципальное образование Пекшинское, поселок Сушнево-2, -, -, административное здание",", административное здание","('39.781452', '55.955383')"
167,УИК №177,228,187,187,0,152,35,Петушки,177,82.01754385964912,81.28342245989305,18.71657754010695,"601115, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Ларионово, улица Зеленая, дом 1","601115, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Ларионово, улица Зеленая, дом 1, здание МКУ ""КДЦ Пекшинского сельского поселения""",", здание МКУ ""КДЦ Пекшинского сельского поселения""","('39.636329', '56.027353')"
168,УИК №178,197,80,80,0,68,12,Петушки,178,40.60913705583757,85.0,15.0,"601115, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Пахомово, -, дом 49","601115, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Пахомово, -, дом 49, здание МКУ ""КДЦ Пекшинского сельского поселения""",", здание МКУ ""КДЦ Пекшинского сельского поселения""","('39.70576', '56.069143')"
169,УИК №179,250,89,89,1,54,34,Петушки,179,35.6,60.67415730337079,38.20224719101123,"601107, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Анкудиново, улица Арханинская, дом 48","601107, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Анкудиново, улица Арханинская, дом 48, здание МКУ ""КДЦ Пекшинского сельского поселения""",", здание МКУ ""КДЦ Пекшинского сельского поселения""","('39.584137', '56.079337')"
170,УИК №180,146,106,106,0,63,43,Петушки,180,72.60273972602741,59.433962264150935,40.56603773584906,"601106, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Караваево, улица Каргополова, дом 28","601106, Владимирская область, Петушинский район, муниципальное образование Пекшинское, деревня Караваево, улица Каргополова, дом 28, здание МБУК ""Межпоселенческая централизованная библиотечная система""",", здание МБУК ""Межпоселенческая централизованная библиотечная система""","('39.519521', '56.131175')"
171,УИК №181,1153,416,416,0,268,148,Петушки,181,36.07979184735473,64.42307692307692,35.57692307692308,"601110, Владимирская область, Петушинский район, город Костерево, улица Писцова, дом 26","601110, Владимирская область, Петушинский район, город Костерево, улица Писцова, дом 26, здание МБУ Костеревский КДЦ",", здание МБУ Костеревский КДЦ","('39.617294', '55.928461')"
172,УИК №183,1154,546,546,9,405,132,Петушки,183,47.31369150779896,74.17582417582419,24.17582417582417,"601110, Владимирская область, Петушинский район, город Костерево, улица Пионерская, дом 7","601110, Владимирская область, Петушинский район, город Костерево, улица Пионерская, дом 7, здание МБОУ ""Костеревская СОШ № 2""",", здание МБОУ ""Костеревская СОШ № 2""","('39.628038', '55.933756')"
173,УИК №184,1256,760,760,33,450,277,Петушки,184,60.509554140127385,59.21052631578946,36.447368421052644,"601110, Владимирская область, Петушинский район, город Костерево, улица Южная, дом 8","601110, Владимирская область, Петушинский район, город Костерево, улица Южная, дом 8, здание МБОУ ""Костеревская СОШ № 1""",", здание МБОУ ""Костеревская СОШ № 1""","('39.636033', '55.938037')"
174,УИК №185,1248,433,433,1,310,122,Петушки,185,34.69551282051282,71.59353348729793,28.175519630484985,"601110, Владимирская область, Петушинский район, город Костерево, улица Горького, дом 2","601110, Владимирская область, Петушинский район, город Костерево, улица Горького, дом 2, здание Администрации города Костерево",", здание Администрации города Костерево","('39.634488', '55.934008')"
175,УИК №186,1408,673,673,15,455,203,Петушки,186,47.79829545454545,67.60772659732541,30.163447251114412,"601110, Владимирская область, Петушинский район, город Костерево-1, -, -","601110, Владимирская область, Петушинский район, город Костерево-1, -, -, здание МБОУ ""Костеревская СОШ № 3""",", здание МБОУ ""Костеревская СОШ № 3""","('39.42068', '55.965043')"
176,УИК №187,1445,438,438,3,283,152,Петушки,187,30.311418685121108,64.61187214611871,34.70319634703196,"601120, Владимирская область, Петушинский район, город Покров, улица Ленина, дом 107","601120, Владимирская область, Петушинский район, город Покров, улица Ленина, дом 107, здание МБОУ НОШ",", здание МБОУ НОШ","('39.169978', '55.916915')"
177,УИК №188,1481,504,504,5,344,155,Петушки,188,34.03106009453072,68.25396825396825,30.75396825396825,"601120, Владимирская область, Петушинский район, город Покров, улица Больничный проезд, дом 2","601120, Владимирская область, Петушинский район, город Покров, улица Больничный проезд, дом 2, нежилое помещение дома 2",", нежилое помещение дома 2","('39.177982', '55.911199')"
178,УИК №189,2573,1256,1256,6,993,257,Петушки,189,48.81461329187719,79.06050955414013,20.46178343949045,"601120, Владимирская область, Петушинский район, город Покров, улица Пролетарская, дом 25","601120, Владимирская область, Петушинский район, город Покров, улица Пролетарская, дом 25, здание МБДОУ ""Детский сад № 2""",", здание МБДОУ ""Детский сад № 2""","('39.182626', '55.913076')"
179,УИК №190,1406,456,456,4,293,159,Петушки,190,32.432432432432435,64.25438596491229,34.86842105263157,"601120, Владимирская область, Петушинский район, город Покров, улица Советская, дом 40","601120, Владимирская область, Петушинский район, город Покров, улица Советская, дом 40, здание МБУ ""Покровская городская библиотека""",", здание МБУ ""Покровская городская библиотека""","('39.178593', '55.919443')"
180,УИК №191,1257,561,561,6,410,145,Петушки,191,44.630071599045344,73.0837789661319,25.846702317290553,"601120, Владимирская область, Петушинский район, город Покров, улица 3 Интернационала, дом 39","601120, Владимирская область, Петушинский район, город Покров, улица 3 Интернационала, дом 39, здание МБУДО ""ДШИ г. Покров""",", здание МБУДО ""ДШИ г. Покров""","('39.176086', '55.919715')"
181,УИК №192,1521,707,707,13,537,157,Петушки,192,46.482577251808024,75.95473833097596,22.206506364922205,"601120, Владимирская область, Петушинский район, город Покров, улица Быкова, дом 1А","601120, Владимирская область, Петушинский район, город Покров, улица Быкова, дом 1А, здание МБДОУ ""Детский сад № 3""",", здание МБДОУ ""Детский сад № 3""","('39.185115', '55.915387')"
182,УИК №193,1187,527,527,4,373,150,Петушки,193,44.397641112047175,70.77798861480076,28.462998102466788,"601120, Владимирская область, Петушинский район, город Покров, улица Первомайская, дом 26А","601120, Владимирская область, Петушинский район, город Покров, улица Первомайская, дом 26А, здание МБОУ ""СОШ № 2 города Покров""",", здание МБОУ ""СОШ № 2 города Покров""","('39.16174', '55.918858')"
183,УИК №194,305,161,161,2,113,46,Петушки,194,52.78688524590165,70.1863354037267,28.57142857142857,"601120, Владимирская область, Петушинский район, поселок Введенский, -, дом 5","601120, Владимирская область, Петушинский район, поселок Введенский, -, дом 5, здание детского сада",", здание детского сада","('39.124972', '55.924598')"
184,УИК №195,2153,869,869,14,563,292,Петушки,195,40.36228518346493,64.78711162255466,33.601841196777904,"601125, Владимирская область, Петушинский район, поселок Вольгинский, улица Старовская, дом 9","601125, Владимирская область, Петушинский район, поселок Вольгинский, улица Старовская, дом 9, здание МБУ ""Вольгинская КДЦ""",", здание МБУ ""Вольгинская КДЦ""","('39.23851', '55.947842')"
185,УИК №196,2427,952,952,15,652,285,Петушки,196,39.2253811289658,68.48739495798321,29.93697478991597,"601125, Владимирская область, Петушинский район, поселок Вольгинский, улица Старовская, дом 23","601125, Владимирская область, Петушинский район, поселок Вольгинский, улица Старовская, дом 23, здание МБОУ Вольгинская СОШ",", здание МБОУ Вольгинская СОШ","('39.233489', '55.949027')"
186,УИК №197,743,392,392,4,229,159,Петушки,197,52.75908479138627,58.41836734693877,40.561224489795926,"601120, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Нагорный, улица Владимирская, дом 1А","601120, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Нагорный, улица Владимирская, дом 1А, здание МКУ ""КДО Нагорного сельского поселения""",", здание МКУ ""КДО Нагорного сельского поселения""","('39.208336', '55.919841')"
187,УИК №198,279,198,198,0,159,39,Петушки,198,70.96774193548387,80.3030303030303,19.69696969696969,"601131, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Сосновый бор, -, корпус № 7","601131, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Сосновый бор, -, корпус № 7, административное здание ВКС ""Кантри""",", административное здание ВКС ""Кантри""","('39.07225', '55.94631')"
188,УИК №199,508,266,266,3,214,49,Петушки,199,52.36220472440946,80.45112781954887,18.421052631578945,"601135, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Глубоково, улица Школьная, дом 20","601135, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Глубоково, улица Школьная, дом 20, здание МБОУ ""Глубоковская ООШ""",", здание МБОУ ""Глубоковская ООШ""","('39.173221', '55.884878')"
189,УИК №200,307,188,188,0,119,69,Петушки,200,61.23778501628665,63.29787234042554,36.70212765957447,"601135, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Покровского торфоучастка, -, дом 17А","601135, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Покровского торфоучастка, -, дом 17А, здание Глубоковского сельского Дома культуры",", здание Глубоковского сельского Дома культуры","('39.19028', '55.884141')"
190,УИК №201,312,121,121,0,80,41,Петушки,201,38.782051282051285,66.11570247933885,33.88429752066116,"601135, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Старое Перепечино, улица Вокзальная, дом 54","601135, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Старое Перепечино, улица Вокзальная, дом 54, здание магазина",", здание магазина","('39.216556', '55.892218')"
191,УИК №202,130,84,84,0,62,22,Петушки,202,64.61538461538461,73.80952380952381,26.190476190476193,"601102, Владимирская область, Петушинский район, Нагорное сельское поселение, село Марково, улица Советская, дом 25","601102, Владимирская область, Петушинский район, Нагорное сельское поселение, село Марково, улица Советская, дом 25, здание МБОУ ""Марковская ООШ""",", здание МБОУ ""Марковская ООШ""","('39.285349', '55.865839')"
192,УИК №204,311,173,173,2,130,41,Петушки,204,55.62700964630225,75.14450867052022,23.69942196531792,"601127, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Головино, -, дом 1","601127, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Головино, -, дом 1, здание Головинского сельского Дома культуры",", здание Головинского сельского Дома культуры","('39.184306', '56.021422')"
193,УИК №205,376,258,258,0,210,48,Петушки,205,68.61702127659575,81.3953488372093,18.6046511627907,"601134, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Панфилово, улица Нижняя, дом 14","601134, Владимирская область, Петушинский район, Нагорное сельское поселение, деревня Панфилово, улица Нижняя, дом 14, здание сельской библиотеки",", здание сельской библиотеки","('39.094007', '56.00324')"
194,УИК №206,583,484,484,2,368,114,Петушки,206,83.01886792452831,76.03305785123969,23.553719008264466,"601136, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Санинского ДОКа, улица Клубная, дом 4","601136, Владимирская область, Петушинский район, Нагорное сельское поселение, поселок Санинского ДОКа, улица Клубная, дом 4, здание Санинского сельского Дома культуры",", здание Санинского сельского Дома культуры","('38.913482', '56.002808')"
195,УИК №207,1832,1615,1615,20,1334,261,Петушки,207,88.15502183406113,82.60061919504645,16.1609907120743,"601130, Владимирская область, Петушинский район, поселок Городищи, улица Ленина, дом 4","601130, Владимирская область, Петушинский район, поселок Городищи, улица Ленина, дом 4, здание МКУ ""ГородищинскийКДЦ""",", здание МКУ ""ГородищинскийКДЦ""","('39.077883', '55.866081')"
196,УИК №208,2236,914,914,19,629,266,Петушки,208,40.876565295169954,68.8183807439825,29.10284463894967,"601130, Владимирская область, Петушинский район, поселок Городищи, улица Константина Соловьева, дом 4","601130, Владимирская область, Петушинский район, поселок Городищи, улица Константина Соловьева, дом 4, здание МБОУ СОШ пос. Городищи",", здание МБОУ СОШ пос. Городищи","('39.085959', '55.869834')"
197,УИК №211,672,510,510,3,400,107,Собинка,211,75.89285714285714,78.43137254901961,20.980392156862745,"601217, Владимирская область, Собинский район, муниципальное образование Березниковское, село Березники, улица Владимирская, дом 1а","601217, Владимирская область, Собинский район, муниципальное образование Березниковское, село Березники, улица Владимирская, дом 1а, здание МБУК ""Березниковский СДК""",", здание МБУК ""Березниковский СДК""","('40.098638', '55.876773')"
198,УИК №212,605,485,485,1,367,117,Собинка,212,80.16528925619834,75.67010309278348,24.123711340206185,"601216, Владимирская область, Собинский район, муниципальное образование Асерховское, поселок Асерхово, проспект Лесной, дом 3а","601216, Владимирская область, Собинский район, муниципальное образование Асерховское, поселок Асерхово, проспект Лесной, дом 3а, здание администрации",", здание администрации","('40.247831', '55.945206')"
199,УИК №213,482,329,329,0,223,106,Собинка,213,68.25726141078839,67.78115501519757,32.21884498480243,"601215, Владимирская область, Собинский район, муниципальное образование Асерховское, деревня Вышманово, улица Сысоевская, дом 2","601215, Владимирская область, Собинский район, муниципальное образование Асерховское, деревня Вышманово, улица Сысоевская, дом 2, здание Вышмановского СДК филиал МБУК ""ЦНХТ п.Асерхово",", здание Вышмановского СДК филиал МБУК ""ЦНХТ п.Асерхово","('40.211269', '55.998086')"
200,УИК №214,400,331,331,3,241,87,Собинка,214,82.75,72.809667673716,26.283987915407852,"601246, Владимирская область, Собинский район, муниципальное образование Копнинское, деревня Копнино, улица Молодежная, дом 18","601246, Владимирская область, Собинский район, муниципальное образование Копнинское, деревня Копнино, улица Молодежная, дом 18, здание Копнинской сельской библиотеки-филиал МКУК ""Межпоселенческая централизованная библиотечная система""",", здание Копнинской сельской библиотеки-филиал МКУК ""Межпоселенческая централизованная библиотечная система""","('39.887813', '55.896787')"
201,УИК №215,1399,1022,1022,1,770,251,Собинка,215,73.05218012866334,75.34246575342465,24.559686888454014,"601246, Владимирская область, Собинский район, муниципальное образование Копнинское, село Заречное, улица Парковая, дом 14","601246, Владимирская область, Собинский район, муниципальное образование Копнинское, село Заречное, улица Парковая, дом 14, здание МБУК Зареченский СДК",", здание МБУК Зареченский СДК","('39.916226', '55.943053')"
202,УИК №216,424,297,297,3,218,76,Собинка,216,70.04716981132076,73.40067340067341,25.589225589225588,"601225, Владимирская область, Собинский район, муниципальное образование Толпуховское, село Жерехово, -, клуб Жереховского ПНИ","601225, Владимирская область, Собинский район, муниципальное образование Толпуховское, село Жерехово, -, клуб Жереховского ПНИ, Здание клуба Жереховского ПНИ",", Здание клуба Жереховского ПНИ","('39.978704', '56.171277')"
203,УИК №217,1488,770,770,11,510,249,Собинка,217,51.74731182795697,66.23376623376622,32.33766233766234,"601211, Владимирская область, Собинский район, муниципальное образование Воршинское, село Ворша, улица Молодежная, дом 19","601211, Владимирская область, Собинский район, муниципальное образование Воршинское, село Ворша, улица Молодежная, дом 19, здание МБУК ""Воршинский СДК""",", здание МБУК ""Воршинский СДК""","('40.072515', '56.048445')"
204,УИК №218,888,506,506,2,379,125,Собинка,218,56.98198198198197,74.90118577075098,24.703557312252965,"601212, Владимирская область, Собинский район, муниципальное образование Колокшанское, поселок Колокша, улица Советская, дом 20а","601212, Владимирская область, Собинский район, муниципальное образование Колокшанское, поселок Колокша, улица Советская, дом 20а, здание спортивного зала",", здание спортивного зала","('40.184409', '56.060429')"
205,УИК №219,402,223,223,0,164,59,Собинка,219,55.4726368159204,73.54260089686098,26.45739910313901,"601212, Владимирская область, Собинский район, муниципальное образование Колокшанское, деревня Рукав, -, дом 2а","601212, Владимирская область, Собинский район, муниципальное образование Колокшанское, деревня Рукав, -, дом 2а, здание администрации",", здание администрации","('40.21939', '56.097151')"
206,УИК №220,625,380,380,2,239,139,Собинка,220,60.8,62.894736842105246,36.578947368421055,"601211, Владимирская область, Собинский район, муниципальное образование Воршинское, село Бабаево, улица Полевая, дом 11","601211, Владимирская область, Собинский район, муниципальное образование Воршинское, село Бабаево, улица Полевая, дом 11, здание МБОУ Бабаевская ООШ",", здание МБОУ Бабаевская ООШ","('40.06974', '56.105219')"
207,УИК №221,585,337,337,2,224,111,Собинка,221,57.606837606837594,66.46884272997032,32.937685459940646,"601223, Владимирская область, Собинский район, муниципальное образование Куриловское, деревня Курилово, улица Юбилейная, дом 40","601223, Владимирская область, Собинский район, муниципальное образование Куриловское, деревня Курилово, улица Юбилейная, дом 40, здание администрации",", здание администрации","('39.973467', '56.091919')"
208,УИК №222,545,291,291,0,183,108,Собинка,222,53.39449541284404,62.88659793814434,37.11340206185567,"601223, Владимирская область, Собинский район, муниципальное образование Куриловское, деревня Васильевка, улица Механизаторов, дом 1а","601223, Владимирская область, Собинский район, муниципальное образование Куриловское, деревня Васильевка, улица Механизаторов, дом 1а, здание Васильевского сельского клуба филиал МБУК ""Глуховский СДК""",", здание Васильевского сельского клуба филиал МБУК ""Глуховский СДК""","('39.975919', '56.03956')"
